__Area,__AssetID_norm,Asset Type,PoF,CoF_USD_v2,Annual_Risk_USD_v2,RepCost_best,__RxYear,Years_to_Rx,Rx_urgency01,Asset Risk Score,Governing COF Score,_exp,_cmp,Compliance_rate
JI-liquid,118094,"PUMP DRY, DIAPHRAGM",0.5641943206798767,12000.0,6770.331848158521,97637.0,,,0.0,15.0,3.0,321.9794661190965,38,0.11801994847070228
JI-liquid,153075,CLARIFIER MECHANISM,0.564172602635595,12000.0,6770.07123162714,0.0,2043.0,19.0,0.0,10.0,5.0,350.75975359342914,5,0.014254771104086173
JI-biosolids,108313,"PUMP DRY, PROGRESSING CAVITY",0.5641629599307617,12000.0,6769.955519169141,62843.42,,,0.0,15.0,3.0,404.7227926078029,48,0.11859969558599695
JI-biosolids,114791,"BLOWER, CENTRIFUGAL",0.5641109138209135,12000.0,6769.330965850962,5199.51,,,0.0,10.0,2.0,389.7330595482546,6,0.015395152792413068
JI-biosolids,114789,"BLOWER, CENTRIFUGAL",0.5641109138209135,12000.0,6769.330965850962,5199.51,,,0.0,10.0,2.0,389.7330595482546,6,0.015395152792413068
JI-biosolids,114790,"BLOWER, CENTRIFUGAL",0.5641109138209135,12000.0,6769.330965850962,5199.51,,,0.0,10.0,2.0,389.7330595482546,6,0.015395152792413068
JI-biosolids,108309,"PUMP DRY, PROGRESSING CAVITY",0.564029297652237,12000.0,6768.351571826844,62843.42,,,0.0,15.0,3.0,404.7227926078029,49,0.12107052257737189
SS-powergen,118404,"PUMP, CENTRIFUGAL",0.5639630537504027,12000.0,6767.556645004832,2919.58,,,0.0,10.0,2.0,275.8110882956879,5,0.018128350208457412
SS-powergen,111666,"PUMP, CENTRIFUGAL",0.5639630537504027,12000.0,6767.556645004832,0.0,,,0.0,10.0,2.0,275.8110882956879,5,0.018128350208457412
JI-biosolids,105335,"PUMP, CENTRIFUGAL",0.5638434473125759,12000.0,6766.12136775091,0.0,,,0.0,10.0,2.0,491.66324435318273,10,0.020339124624122955
SS-liquid,110973,"PUMP DRY, PROGRESSING CAVITY",0.5638048130812964,12000.0,6765.657756975556,54061.49,,,0.0,10.0,2.0,759.9794661190965,16,0.021053200399881115
SS-liquid,111228,"PUMP DRY, PROGRESSING CAVITY",0.5638048130812964,12000.0,6765.657756975556,52449.07,,,0.0,10.0,2.0,759.9794661190965,16,0.021053200399881115
